"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"4060","동물위탁관리업","02_03_10_P","3150000","315000004820180047","20180913","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강서구 등촌동 ***-* *층","서울특별시 강서구 등촌로**길 **, *층 (등촌동)","07668","꿈꾸는 고양이","20220428181044","I","2022-07-02 17:34:28.0","","187694.271672067","449282.863014556","동물위탁관리업","동물위탁관리업","000","0",
"4061","동물위탁관리업","02_03_10_P","3150000","315000004820180048","20180913","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강서구 방화동 ***-* 상일빌딩","서울특별시 강서구 금낭화로**가길 **, *층 (방화동)","07512","맘즈펫부티끄","20220428181044","I","2022-07-02 17:34:28.0","","183606.541873043","452973.175092883","동물위탁관리업","동물위탁관리업","000","0",
"4062","동물위탁관리업","02_03_10_P","3150000","315000004820180050","20180917","","01","영업/정상","0000","정상","","","","","366108200","0","","서울특별시 강서구 가양동 ****-* 이스타빌*차","서울특별시 강서구 양천로**길 **-**, 이스타빌*차 ***호 (가양동)","07526","고려종합동물병원","20220428181044","I","2022-07-02 17:34:28.0","","186943.885592447","451159.513463994","동물위탁관리업","동물위탁관리업","000","0",
"4063","동물위탁관리업","02_03_10_P","3150000","315000004820180053","20180917","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강서구 화곡동 ****-** 아림빌딩","서울특별시 강서구 강서로**가길 **, 아림빌딩 *층 ***호 (화곡동)","07705","(주)다온케이","20220428181044","I","2022-07-02 17:34:28.0","","185410.679547894","449443.817066507","동물위탁관리업","동물위탁관리업","L00","0",
"4064","동물위탁관리업","02_03_10_P","3150000","315000004820180056","20180917","","01","영업/정상","0000","정상","","","","","3664-7511","0","","서울특별시 강서구 등촌동 ***-** 현대프린스텔","서울특별시 강서구 양천로 ***, 현대프린스텔 *층 (등촌동)","07548","24시 안박동물병원","20220428181044","I","2022-07-02 17:34:28.0","","187239.182172485","450877.798368564","동물위탁관리업","동물위탁관리업","000","0",
"4065","동물위탁관리업","02_03_10_P","3150000","315000004820180064","20180919","","01","영업/정상","0000","정상","","","","","3662-8661","0","","서울특별시 강서구 염창동 ***-**","서울특별시 강서구 양천로 *** (염창동)","07554","서서울 동물병원","20220428181044","I","2022-07-02 17:34:28.0","","188538.531422494","449904.147360799","동물위탁관리업","동물위탁관리업","000","0",
"4066","동물위탁관리업","02_03_10_P","3150000","315000004820180066","20180919","","01","영업/정상","0000","정상","","","","","26610530","0","","서울특별시 강서구 공항동 **-**","서울특별시 강서구 공항대로 ** (공항동)","07619","송정동물메디컬센터","20220428181044","I","2022-07-02 17:34:28.0","","183293.119336781","451048.592130997","동물위탁관리업","동물위탁관리업","000","0",
"4067","동물위탁관리업","02_03_10_P","3190000","319000004820180019","20181001","","01","영업/정상","0000","정상","","","","","028127513","0","","서울특별시 동작구 상도동 ***-*","서울특별시 동작구 상도로 *** (상도동)","06977","상도힐링동물병원","20220428181052","I","2022-07-02 17:34:28.0","","195791.557523948","443898.917364179","동물위탁관리업","동물위탁관리업","000","0",
"4068","동물위탁관리업","02_03_10_P","3190000","319000004820180029","20181010","","01","영업/정상","0000","정상","","","","","02-593-8275","0","","서울특별시 동작구 사당동 ***-* 사당의원","서울특별시 동작구 사당로 ***, 사당의원 (사당동)","07008","굿파파24시 반려동물 건강검진센터","20220428181052","I","2022-07-02 17:34:28.0","","198128.497755331","442514.202527665","동물위탁관리업","동물위탁관리업","000","0",
"4069","동물위탁관리업","02_03_10_P","3190000","319000004820180032","20181023","","01","영업/정상","0000","정상","","","","","02-816-9992","0","","서울특별시 동작구 상도동 ***-*","서울특별시 동작구 장승배기로 ** (상도동)","06967","이스트핸즈(낚시터고양이)","20220428181052","I","2022-07-02 17:34:28.0","","194926.870053944","444162.082361851","동물위탁관리업","동물위탁관리업","000","0",
"4070","동물위탁관리업","02_03_10_P","3190000","319000004820180036","20181217","","01","영업/정상","0000","정상","","","","","0261050509","0","","서울특별시 동작구 신대방동 ***-*","서울특별시 동작구 대림로 ** (신대방동)","07073","슈슈펫살롱","20220428181053","I","2022-07-02 17:34:28.0","","191839.288564199","442807.881476795","동물위탁관리업","동물위탁관리업","000","0",
"4071","동물위탁관리업","02_03_10_P","3190000","319000004820200002","20200204","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 동작구 상도*동 ***","서울특별시 동작구 양녕로 ***-*, *층 (상도*동)","06919","품 동물병원","20220428181054","I","2022-07-02 17:34:28.0","","195455.820503221","444687.36290355","동물위탁관리업","동물위탁관리업","000","0",
"4072","동물위탁관리업","02_03_10_P","3190000","319000004820200007","20200310","","01","영업/정상","0000","정상","","","","","02-822-0275","0","","서울특별시 동작구 흑석동 *-*","서울특별시 동작구 현충로 ** (흑석동)","06979","흑석24시동물병원","20220428181054","I","2022-07-02 17:34:28.0","","196748.112009732","445093.070865622","동물위탁관리업","동물위탁관리업","000","0",
"4073","동물위탁관리업","02_03_10_P","3190000","319000004820200012","20201030","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 동작구 신대방동 *** 보라매우성아파트","서울특별시 동작구 보라매로*길 *, *동 *층 상가동***호 (신대방동, 보라매우성아파트)","07071","뽀리&쵸쵸","20220428181054","I","2022-07-02 17:34:28.0","","193311.831569946","443352.67250352","동물위탁관리업","동물위탁관리업","000","0",
"4074","동물위탁관리업","02_03_10_P","3190000","319000004820220001","20220303","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 동작구 대방동 **-** 지원빌딩","서울특별시 동작구 등용로 **, 지원빌딩 *층 (대방동)","06933","웰컴댕댕","20220509155512","U","2022-07-02 17:34:28.0","","193947.700409483","445210.645554797","동물위탁관리업","동물위탁관리업","000","0",
"4075","동물위탁관리업","02_03_10_P","3190000","319000004820220002","20220629","","01","영업/정상","0000","정상","","","","","02-6959-0759","0","","서울특별시 동작구 상도동 **-* 대화빌딩","서울특별시 동작구 만양로 **, 대화빌딩 *층 ***호 (상도동)","06921","다정다감, 봄","20220629142823","I","2022-07-02 17:34:28.0","","195234.609572989","444855.902072871","동물위탁관리업","동물위탁관리업","000","0",
"4076","동물위탁관리업","02_03_10_P","3210000","321000004820180024","20180720","","01","영업/정상","0000","정상","","","","","02-533-8086","0","","서울특별시 서초구 방배동 ***-** 효서빌딩","서울특별시 서초구 효령로 **, 효서빌딩 *층 (방배동)","06687","잇츠그루밍타임","20220428181054","I","2022-07-02 17:34:28.0","","199486.694529608","442077.607924881","동물위탁관리업","동물위탁관리업","000","0",
"4077","동물위탁관리업","02_03_10_P","3210000","321000004820180030","20180824","","01","영업/정상","0000","정상","","","","","02-582-2357","0","","서울특별시 서초구 서초동 ****-**","서울특별시 서초구 효령로**길 * (서초동)","06643","서초동물병원","20220428181054","I","2022-07-02 17:34:28.0","","201437.477919897","442585.481211577","동물위탁관리업","동물위탁관리업","000","0",
"4078","동물위탁관리업","02_03_10_P","3210000","321000004820180033","20180904","","01","영업/정상","0000","정상","","","","","02-3476-7522","0","","서울특별시 서초구 방배동 ***-* 대광빌딩","서울특별시 서초구 동작대로 **, 대광빌딩 *층 (방배동)","06691","VIP펫","20220428181054","I","2022-07-02 17:34:28.0","","198351.955","441943.104999999","동물위탁관리업","동물위탁관리업","000","0",
"4079","동물위탁관리업","02_03_10_P","3210000","321000004820180035","20180906","","01","영업/정상","0000","정상","","","","","02-588-7511","0","","서울특별시 서초구 서초동 ****-** 유미원","서울특별시 서초구 사임당로 **, 유미원 *층 (서초동)","06641","서초M동물의료센터","20220428181054","I","2022-07-02 17:34:28.0","","201556.607631489","443008.604411758","동물위탁관리업","동물위탁관리업","000","0",
"4080","동물위탁관리업","02_03_10_P","3210000","321000004820180039","20180918","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 서초구 양재동 ***","서울특별시 서초구 동산로**길 *, *층 *호 (양재동)","06784","오드리캣츠호텔","20220428181054","I","2022-07-02 17:34:28.0","","203936.477642859","441050.644734858","동물위탁관리업","동물위탁관리업","000","0",
"4081","동물위탁관리업","02_03_10_P","3210000","321000004820180042","20180919","","01","영업/정상","0000","정상","","","","","02-593-6700","0","","서울특별시 서초구 반포동 **-**","서울특별시 서초구 동광로 *** (반포동)","06580","Im(아이엠)","20220428181054","I","2022-07-02 17:34:28.0","","200079.470297093","443507.682081005","동물위탁관리업","동물위탁관리업","000","0",
"4082","동물위탁관리업","02_03_10_P","3210000","321000004820180046","20180921","","01","영업/정상","0000","정상","","","","","025740511","0","","서울특별시 서초구 신원동 ***-* 힐스테이트서초젠트리스","서울특별시 서초구 헌릉로*길 **-**, *층 *호 (신원동, 힐스테이트서초젠트리스)","06798","하나동물병원","20220428181054","I","2022-07-02 17:34:28.0","","204917.350884108","439261.37081518","동물위탁관리업","동물위탁관리업","000","0",
"4083","동물위탁관리업","02_03_10_P","3210000","321000004820180051","20180921","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 서초구 방배동 ***-*","서울특별시 서초구 서초대로**길 ** (방배동)","06585","남서울펫호텔","20220428181054","I","2022-07-02 17:34:28.0","","199195.91292472","443305.495808909","동물위탁관리업","동물위탁관리업","000","0",
"4084","동물위탁관리업","02_03_10_P","3210000","321000004820180053","20180927","","01","영업/정상","0000","정상","","","","","0234730911","0","","서울특별시 서초구 방배동 ***-** 우성빌딩","서울특별시 서초구 효령로 **, 우성빌딩 *층 (방배동)","06687","반려동물 의료센터 다울","20220428181054","I","2022-07-02 17:34:28.0","","199452.926479602","442064.36548195","동물위탁관리업","동물위탁관리업","000","0",
"4085","동물위탁관리업","02_03_10_P","3210000","321000004820180055","20180927","","01","영업/정상","0000","정상","","","","","025218181","0","","서울특별시 서초구 서초동 ****-* 유민빌딩","서울특별시 서초구 반포대로 **, 유민빌딩 *층 (서초동)","06657","에이원동물병원","20220428181054","I","2022-07-02 17:34:28.0","","200734.993726251","442882.199974285","동물위탁관리업","동물위탁관리업","000","0",
"4086","동물위탁관리업","02_03_10_P","3210000","321000004820180060","20180927","","01","영업/정상","0000","정상","","","","","025330930","0","","서울특별시 서초구 방배동 ***-*","서울특별시 서초구 방배로**길 **, *층 (방배동)","06571","메이페어","20220428181055","I","2022-07-02 17:34:28.0","","199048.942766358","442825.787587011","동물위탁관리업","동물위탁관리업","000","0",
"4087","동물위탁관리업","02_03_10_P","3210000","321000004820180067","20181005","","01","영업/정상","0000","정상","","","","","025338146","0","","서울특별시 서초구 방배동 ***-** 대흥빌딩","서울특별시 서초구 방배중앙로 ***, 대흥빌딩 A동 *층 (방배동)","06558","동건스애견카페","20220428181055","I","2022-07-02 17:34:28.0","","198710.697204041","443442.268007451","동물위탁관리업","동물위탁관리업","000","0",
